Distinct Values
SMC_CPUSA_ISENSE
PPVIN_G3H_P3V3G3H
SPKRAMP_L_OUTP
AIRPORT_BRCM43XX
TPAD_SPI_MISO_R
P3V3S5_DRVL
AVREF_SMC
KERN_OPEN_FILE_FOR_DIRECT_IO
BBPD_VCONN1
SSD_BOOT_CONN_L
PP3V3_S3RSS0_CAMERA
PPBUS_HS_3V3G3HRTC_X
BLK_ISEN
3V8_AON
SSD1_S4E0_VPP
PP3V3RHV_S4_TBTBPWR
IMG_3140
PPIVS0_S5
CPUIMVP_VSWG
I2C_TCON_SCL_CONN
SMBUS_CHGR_SCL
PP0V6_S3
PP1V05_S0_MCP_PLL_UF
EDP_BKTL_EN
S5_PWR_EN
DC_IN
CHAR_BGATE
PP5V_S4_TPAD_F
PPVIN_S4_TPAD
IMAGE_1210
PPVDD_ECPU_AWAKE
PPVIN_BKL
VIN_LDO1
S3X_JTAG_TCK
CPUCORE_PHASE2
CPU_0_DIODE
M_BATLOW_L
AUX_DET_SMC_RST_IN
USB3_EXRTA_D2R_N
PM_SLP_S3_L_INVERT
PP1V8_UPC
MIPI_AP_TO_LCM_DATA
P18V5S5_FB
PBUS_G3H
MCP_VID
PP12V_LCD
LINUX_SPI
P3V3S5_VFB2
V3P3_SW1
PM_SLP_S5
5VP3V3_REG_EN
3V3S5_VBST
R_ID
PM_PGOOD_FET_P12V_S5_SSD
6_4906P8
EDP_INT_AUX_N
PP5V5_LDO5V
ISNS_P3V3S5_IOUT
GND_IMPV6_SGND
DFR_TOUCH_ROM_WC
PP5V_S4_UBC
1V1_LDO_BMC
HV_GATE
PPVCCSA_SO_CPU
UPC_SMC_I2C_INT_L
3V3_S5_SSD
REG_VCC2_U7600
P5VS4RS3_EN_R
PPVIN_G3H_P1V1_S3
PPBUS_SHORT
PP1V8_UPC_XB_LDO
AUD_SENSE_A
CPU_C10_GATE_L
PATH_TO_BACKUP
I2C_TBT_X_SCL
PP5V_S4_EXT
MIPID_CLK_CONN_P
PP3V3_G3H_RTC_MESA
SSD_CORE
TP_UPC_XA_SWD_CLK
PP5V_S0_CPUVR
PPBUS5V_S5
BUTTON_DISABLE
SOC_PANIC_L
P5V_S3
PBUS_S5_HS_COMPUTING_ISNS
BACKLIGHT_EN
USB_PWN_EN
PP1V1_UPC_XA_LDO
EDP_PANEL_PWR
SMH_BC_ACOK
DDREG_EN
PP18V15_DCIN_CONN
PPVIN_S5_COMPUTING_ISNS
PP3V_S0
PCIE_AP_R2D_C_P
CPUTHMSNS_ALERT_L
TBT_PWR_REQ_L
SMC_PROCHOT
PP_3V3_S5
IMG_4977
PP5V_G3S_FAN_CONN
GND_ACTUATOR
20211206_142313
P3VS3_EN
IMAGE_2785
SMC_DELAYE_PWRGD
CHRGR_VDDP
PD_VSNS_CPU_VCCGTX_TN
PP3V3S5_ENTRIP1
VIN_LDO1V8
ALL_SYS_PWRGDM
PP20V_XA
PP3V32_G3H
USBC_XA_RESET_L
I2C_TPAD_SDA
PPVTTRRD3_S3
IA32_MC5_STATUS
PP1V_S0SW
PPBUS_SW_LCDBKL_PWR
USB3_EXTA_TX_N
SB_RTC_X1
VCCSAS0_DRVH
PP5V_S0_CPUGT1
IPD_P3V3_PWR_EN_RC
PP0V6_SLEEP1_BUCK0
LCDBLKT_FUSED
PPBUS_G3H_SPKRAMP_LEFT
PP0V75_S3_MEM_VREFCA_B
MACX_SWAPON
PPVDD_CPU_SRAM_AWAKE
PP5V_LDO5V
PP3V3_SUS_FET
PP1V8_S2SW_CLVR_VDDC1_LDO
PMU_CLK32K_SOC_R
PCH_INV
PP1V5_S3_MEM_A
COMPUTING_ISNS
SMBUS_SMC_5_G3_SC
1V8_SSD0
SMBUS_SMC_5_S0_SCL
PP3V3S5_EN
RTC_CLK32K_XTALIN
NC_SMC_HIB_L
P5VP3V3_SKIPSEL
DP_INT_EG_HPD_R
S_GATE
CHRG_AMON
PPDCIN_G3H
REG_PHASE_P3V3S5
PVCCQ_LX0
ALL_SYS_PWGRD
PPVCCSA_S0G_R
CHGR_GATE_Q1
PP3V3_S2
TBA_BOOT
PP5V_S0_KBD
1V05_S0
PPVBAT_G3HOT_CHRG_REG
KBD_DRIVE
PP1V05_S5_MCP
CPU_VCCST
PP0V82_SLPDDR
P3V3_S5_COMP2_R
SSD_PWR_REQ
USB_TB_CC2
HV_GATE1
PP3V3_S0_EDP_SW
SYM_VER2
P1V1_DRVH_R
PP3V3_S0SW_SSD_FET
PPVCCIN_AUX_PCH_PRIM
XDP_DP_INT_HPD
SMC_SYS_KBDLED
WLBT_PWR_EN
SM_BC_ACOK
SM_ONOFF_L
SENSORS_1
RELEASE_ARM64_T8030
P5VS0_VBST_R
PP3V3_S5_1V5PGOOD
PP3V3_S5RS3RS0_SYSCLKGEN
EDP_BKLT_PWM
P3V8AON_ISEN1_N
PP0V75_S3_MEM_VREFDQ
BUF_EDP_PANEL_PWR_EN
SMC_GFX_OVERTEMP_R_L
USBC_XA_USB_TOP_N
ISNS_HS_OTHER3V3_P
BCKLIGT_EN_DIV
SMC_OOB1_D2R_L
PLT_RESET_LSE
P5V_S3_REG
PP1V5_UPC2_LDO_CORE
PP5V1_S4SW_CC1
PP1V_S5GTD
SOCROM_CLK
P1V5S0_LL
SPI_MLB_IO1_MISO
XB_VBUS
NC_SMC_S5_PWRGD
PM_PCH_DPWROK
PP1V2_S2_SPMU
CHGR_RST_IN_R
PT_RESET_L
1V8_GPU
PP0V9_NANA_SSD0
PVCCIOS0_CS_N
PP5V_S3_RTUSB_A_ILIM
PPBUS_G3H
PMU_VPUMP
GTVR_SW3
PP3V3_G3H_KBD
SMC_DELAYED_PWRD
PP1V05_S0_GPU_REG
DDREG_FB
PP1V8_G3S_WLANBT
DELAYED_PWRGD
PP1V05_S0_LDO
SMBUS_CHGR_SDA
IMVP6_VSEN_P
PP1V8_S0_CPU_VCCPLL_R
SMCBUS_SMC_BSA_SDA
KBD_RIGHT_SHIFT_L
PP5V_S3_USB_B_F
P3V3S5_PGOOD
PP3V3_S0_DPMUX_UC_R
I2C_SMC_PWR_1V8_SDA
PPVCORE_CPU
LCDBKLT_FB
PP_VRTC_G3H
PPVOUT_S0_LCDBKLT
VDD_HI
PM_SLEEP
TBTBST_SNS1
SMC_LID_OPEN_R
P3V8AON_VSENSE
PP3V3GPU_SS
S_UEM2
ND_1V8
I2C_DISP_BKLT_SCL
PP3V3_S5_LPCPLUS
U6903_2
SSD0_OCARINA_PFN_L
PP3V42_G2H
VR_PHASE_GPU_VDDCI
LVDS_IG_BKLT_ON
USB_BT_CONN_P
PP5V_S3_P5VS0FET
SMC_USB_INT_L
PPGFX_S0_GPU
PPVDD_S2SW_VDD2H
PPVCORE_S0_CPU
1PP3V3_UPC_TB_LDO
SMC_3V3SSD_ISENSE
REG_PHASE_P5VS4
PPBUS_H3H
V_CORE
P1V5S0_TRIP
UINT32_T
P3V8AON_DRVL2
PP1V2_AON
ISNS_LCDBKLT_N
CPUIMVP_PGOOD
3V8_AON_DFR_ISNS
PP3V3_S2_LDO
XDP_PCH_TMS
VCCSAS0_LL
HDA_RSTL
EDP_IG_PANEL_EN
PM_EN_P3V3S5
PP5V_S3_ODD
UPC_XA_UART_RX
USB_EXTB
P3V8AON_IMEAS
I2C_UPC_SDA
PP1V05_S0_T29
PP3V3_S5_TBT_X_SW
PPVCOUT_S0_LCDBKLT
DFRDRV_I2C_SCL
LVDS_CONN_A_CLK_F_P
PM_EN_P3V3_GH
PP12V_S0
SSD0_S4E2_ANI0_VREF
PBUS_PWR
SMC_5_G3_SCL
ALL_SYS_PWRGD
PP5V_S4_AUDIO_XW
PM_EN_P3V3_G3H_R
KBDLED_CATHODE2
HS_P3V3_G3W_SSD1_OUT
PP1V25_AWAKE
PP3V3_S0_MCP_PLL_HVDD
PCH_SUSWARN_L
MIPI_DFR_DATA_CONN_FILT_N
5V_LDO
PPBUSG3_HOT
WS_KBD
PP5_S5
VMON_Q4_BASE
PP3V3_UPC_X_LDO
BKLT_KEYB1
CHGR_BOOT2
PWR_BTN_R
PP3V3S0SW_LCD_UF
PPVCSA_S0_CPU
CPUGT_SW1
NO_BOOT
02_07
PP3V3_S2R
PP1V05_S0_VREF
LDO_BMC
BBPD_VCONN2_EN
SSD_CLKREQ_L
CPUIMVP_AXG_PGOOD
FET_EN_P12V_S5_R
DDRREG_VBST
CPUVR_PGOOD_R
PP5V_SO_BKLT_A
ISNS_SSDNAND_P
P5VS4_PGOOD
PPVCORE_S0_CPU_PH2_L
BKLT_BOOST_1
PPVBAT_G3H_CHRGR_R
USB_TA_CC1
PPVCORE_S0_GFX_REG
PP1V24_S5_PCH_VCCDPHY
E85_CC1
ALL_PAGES
VIN_LDO5
PPVOUT_S0_KBLED
G3H_SW
P5VS2TPS_PWR_EN
PP3V3_S5_SSD
DDRVTT_EN
PP1V5_S0_HDD_FLT
PP3V3_S0
PP0V6_S3_MEM_VREFCA_A
NC_SMC_T25_EN_L
PP1V05_SM_PCH_LAN
PMAP_INTERNAL
PP12V_S0_CPUCORE_FLT_REG
SMS_LID
PP1V2_AWAKE_SOC_PCIEPLL_F
SMC_SSD_ISENSE
PP5V_S0_FET
PP2V5_SW2_TPS62180_SSD1
SATA_HDD_D2R_C_P
SSD_CTRL_EN
MIPI_FTCAM_DATA_ISOL_N
PP3V8_AON_MPMU_LDO4
PM_SLP_S0
PCIE_AP_D2R_P
5V_S3_HH
IRQ_L
PP3V3_S3
PPVCC_SA_S0
TBA_LX1
USB3_EXTRA_R2D_C_N
SMC_REESET_L
PP5V1_SW
CHGR_LX2
CHGR_BMON
BLKT_EN
SMC_CPUVCCIO_ISENSE
SYS_NEWIRE
PP3V3_S0SW_LCD_UF
VCCST_PWRGD
PP1V8_G3S
PPUS_G3
P5VG3S_CSP1
IMVP_VR_ON_R
PPBUS_S5_HS_OTHER3V
RTC_RESET_L
PP3V3_S5_S0R
PM_PGOOD_REG_GPU_VDDQ_S0
P1V05S0_LL
SMBUSS_SMC_BSA_SDA
ALL_EG_PGOOD
PPVCCPCH_S5G
CPUGT_PHASE2
PP3V3_S5_EN
ALL_SYS_PGOOD
EDP_INT_X
PPVBAT_G3H_REG
TPAD_SPI_CLK_R
P1V8S3_EN
PP1V8_SSD_HOT
PP1V2_S5_SMC
PP5V_S3_EXTUSB
PM_DSW_PRGD
BKL_FLTR
IMG_2872
UPC_XA
PPVIN_S5_HS_COMPUTING_INSN
ISNS_CPUDDR_P
SNC_3V3S5_ISENSE
BT_UART_RTS_D2R_L
PP3V3_S5_ENTRIP
PW_PWR_EN
PPHV_INT1_AONSW
CHGM_BMON
XA_LDOD
PP5V_RT_S0_UGATE
CHRG_VFRQ
PP5V_S0_VMON
PP1V8R1V5_S0
PP1V5_S0_AUDIO_DIG
FW_SS
USBC_XA_D2R_N
TDM_SPKRAMP_R_BCLK
PP18V_DCIN_FUSE
LED_RETURN_1
P3V3_S5_VBST_R
9_33C2
R5208_RF
AC_PRESENT
SMC_5_G3
MAX98300_R_N
LVDS_IG_PANEL_PWR
PCH_INTURMEN
PUMP_UPP
PPVBAT_AON_CHGR_REG
SLP_S5_L
CHGR_SGATE_DIV
LCD_BKLT_PWM
3VA_DSW
P1V1_PHASE
E85_CC2
PP0V855_S2SW_CIO
PP1V0_S0SW
LED_RETURN
P5VP3V3_VREF2
PMU_RSLOC_RST_L
3V42G3_H
SMBUS_PCH_DATA
BKLTCONN_3V8_IOUT
PP2V42_G3H
IMG_20210820_173324
PP3V3_GPU_VDD33
PP5V_S3_USB_B_ILIM
ONPPBUS_G3H
EADC1_TBT_X_ISENSE
P3PV3S5_EN
SMC_WAKE_SCI_L
PP3V3_S3_MINI
S5_HS
G3_POWERON_L
I2C_ALS_SDA
PCH_BATLOW
HOT_PLUG_DETECT
HDA_SDOUT_R
PP3V3_2V7_NAND_VCC
LCDBKLT_EN
PP3V3_S0_GPU
PM_PWRBTL
P1V8SUS_PGOOD
PPVRTC_G3HX
DDRREG_VDDQSNS
PPOV805_S1_VDD_FIXED
CPUVR_PGOOD
PP12VR11V_G3H_RSNS
PPVCC_PRIM_CORE
I2C_DFR_SCL_R
SMC_LSOC_RESET_L
PP20V_DCIN_CONN_R
A1370_MACBOOK_AIR_11
P1V8S0_SS
PM_S0_PWRGD
P3V3G3H_FB
5V_S3_LL
PPBUS_5VS2_VIN
SYS_CONNECT
PP3V42_G3HOT
TPAD_ACTUATOR_EN_L
SLP_S5
20220529_183323
P5V0S0_SS
DIODE_MOD
LID_ANGLE_SENSOR_ND
2_4ID3_307198P9
PCH_PWR_EN
PP5V_S0_P1V05S0_VCC
PCIE_AP_R2D_N
PP1V05_SO_VCCIO
SATA_HDD_R2D_C_N
PP_DCIN_CHGR
SDD_POWER_EN
2_EN
PICCOLO_WP_L
MPMU_AMUX_BY
PP3V3_S4_WLS
PECI_GPU
PCIE_CLK100M_AP_CONN_N
SPIROM_HOLD_L
SMBUS_SMC_5_G3
TBT_WAKE_3V3_L
PP5_G3S
PPVIN_S0SW
TBA_AUX_DET
EXC_CORPSE_NOTIFY
PM_EN_CPUVCC
PPVBAT_G3H_CHGR_RED
ISNS_PBUS_MAIN_SSD0_P
USB3_EXTRA_R2D_N
PPBUS_GH3
PPBUS_S5_HS_OTHER_ISN
3V42_G3H
DDRREG_MODE
PPBUS_S4_TPAD
1V0_S3
PP0V805_S1_VDD_FIXED
SYSCLK_CLK25M_X2_R
IA32_MC3_MISC
PDDR3_S3_PHASE
PM_S4_STATE_L
UPC_PMU_RESET
ACE_I2C_LINES
OPEN_LID
PP1V8R1V5_S3
DFR_DISP_RST_L
CHGR_VCOMP
PP5V_S0_AUDIO_AMP_R
CHR_AMON
PPDCIN_G3H_CHGR_AMON
CHK_TYP_IMGTODP
SMC_ONFF
PP3V_G3H_PCH_VCCRTC
TBT_DIV_L
GND_CHASSIS_AUDIO
HALL_SENSORS
PP1V5_S0GPU_ISNS
JI_52CQXQCK
P3V3_S5_DRVH
TBT_A_CONFIG1_BUF
PP3V3_S5_REG_L
P3V3SSD_VMON
IA32_MC5_ADDR
1V8_S0_PGOOD
IMG_3862
P1V8_COLD_SW1
CPU_AWAKE
PP1V05_TBTCIO
PP3V3_T29
PP3V0_MESA
PP3V3_G3H_RTC_X
P5V3V3_VREF2
HV_GATE2
P1V8SO_PGOOD
PP3V3_SOSW_LCD
A_MON
PP1V5_S3RS0_FET_ISNS
PP3V3_S4
TSP_USP_XB_SWD_CLK
SMC_PCH_ISENSE
PP0V9_SSD_REG
PCH_BATLOW_L
ISNS_SSDNAND_N
P3V3_TBT_T_SX_EN_R
BB_CPU
PM_SLP_SUS_EN
PPVTTDDR_S3
I2C_SMC_UPC_SCL
0_0P0B8_0P0A8_0P0A8_0P4
PP5V_S0_BKLT_VDDD
PP1V35_S3RS0_CPUDDR
PP3V3_G3S_IPD_F
MGL_1V8
EDP_AUXCH_N
PPVIN_S5
PP1V1_UPC_XB_BMC
USBC_XA_USB_DGB_BOT_P
TP_USBC_PP20V_TB
USBC_TB_CC2
EDP_INT_ML
USBC0_CC2
CPUIMVP_IMAXA
ALERT_L
PM_SYSRST_L
ALL_SYS_PWRGOD
PP5V_S5_FET
IMVP_TON
UPC_BUSPOWER
EDP_MUXSEL_OVR
PP3V3_G3H_UPC_XB
PPVTT_SO_DDR
POM_RSMRST_L
UPC_XA_UART_TX
PP5V_S3_RTUSB_A_F
LVDS_DDC_DATA
CPUTHMSNS_DUR_SEL
P5V_S4RS3_VFB1_R
2_CONN
P3V42G3H_FB
S5_HS_COMPUTING_ISNS
PP2V7_NAND_PVCC
PPVCORE_S0_AXG_L
KBDLED_ANODE
PPVCCGT_S0_CPU
P1V0GPU_LL
PP1V2_CPU_DDR
PP3V3_S5_REG_SSD
PP1V8_SOSW_DFR
PP3V3RHV_S4_TBTAPWR
SMC_S5_PWRGD
SATA_HDD_R2D_N
KBD_I2C_SCL
ENABLE_2G
STORAGE_LB_EN
PP3V3_TBT_LC
LCDBKL_DISABLE
28MACBOOK_PRO_2020_M1_820
PDDR_S3_PHASE
USB_UPC_PCH_XB_P
ML_P
DEV_0FD5
PP1V1_UPC_XB_LDO_BMC
PANEL_P5V_EN
CHGR_PHASE2
LCDBLT_BOOST
PP3V3_WLAN
3V3_OUT
I2C_SPKRAMP_R_SCL
PP1V8_AWAKE_PCC_REG
PPVOUT_SO_LCDBKLT
PP1V8_S0SW_DFR
PPVBAT_G3H
5V_S4_X
BUF_EDP_PANEL_PWR
PPVCC_CPU_PH1
SSD_RESET_LB_L
PM_BATLOW_L
PMU_LDO3_OUT
PP2V7_NAND_SSD0
PPVDD_LDO_NAND0_OCARINA
18V5_S5
3D2015_MACS
4V5_REG_IN
PP15V_TBT_REG
PM_ONOFF_L
KBD_BLC_GSSCK
PEX_CLKREQ_L
USB_EXTD
PP3V3_3GH
PM_PCH_PWRO
BUF_PLT_RST_L
PM_PCH_SYS_PWORK
D2E_SM
SYS_PWRGD
TBT_S0_EN
SMBUS_BATT_SCL
TXN_ID
PP3V1_RTC
PP5_S4RS3
ML_N
LPC_FRAME_L
PCH_CLK32_KRTCX1
PM_S0_PGOOD
SMBUS_SMC_0_S0_SDA
0_0P5
EG_RESET_L
PPDCIN_AON_CHRG_R
4V5_REG_EN
CPUVR_SW1
LID_OPEN_LEFT
5VS2_PWR_EN
TP_SMC_P1V5S3_ISENSE
3V_BOOT
TP_HALL_SENSOR_RIGHT
3V0_G3H_RTC
SATA_SSDRHDD_RC_N
PDCIN_G3H_CHGR
K91X_MLB
PP3V3_S4_P3V3S4FET
S3X_JTAG_TDO
AUX_OK
PPDCIN_G3H_ISOL
ISNS_MPMUHS_P
1V2_S5
3V_LDO
14_20
IMG_20181009_173408
CHGR_VNEG
S20171205_0002
CHRG_VREFQ
TPAD_SPI_INT_CONN_L
LVDS_BKL_ON
P1V1_UPC_XB_LDO_BMC
PPVIN_S5_OTHER_ISNS
PP2V7_NAND_VCC
5V_S5PWR
TP_UPC_XA_SWD_D
BUF_VAL
PP1V0_S0GPU
TIGRIS_ACTIVE_DIODE
CHRG_CELL
PP_CPU
PCH_CLK32K_RTCX1
I2C_TCON_SDA
CHGR_LGATE
GND_CHGR_AGND
PP1V8_PRIM_PCH
B_CC2
MESON_DRM_DOC
AUD_I2C_1B_SCL
PP3V3_EN
CPUGT_BOOT2
P1V1_SW
PP1V8_SLP2RSW_DFR
HS_OTHER
PCIE_CLK100M_SSD_P
SPAIRPORT_WIRELESS_CARD_TYPE_AIRPORT_EXTREME
04_22
SPI_ALT_CLK
KBD_INT_L
VCCST_EN_C
TP_SMC_SA_ISENSE
NC_RTC_CLK32K_RTCX2
NAME_OF_INTERNAL_SSD
PP0V9_SSD
P5V_S0_REG_FBVD
DFR_DISP_VSYNC
3V3_SDA
USBC_XA_CC2_CONN
PP12_S0
PP3V3_MESA
PPVCC_S0
TA_CC1
CAM_TEST_OUT
SSD0_OCARINA_LPB_L
BKLT_PWM
L83_VCP
PP3V3_S0_TBTMLB_ISNS_R
P5V3V3_REG_EN
TBT_PCIE_RESET_L
UPC_TA_GATE2
PP1V5_S3RS0_CPUDDR
SMBUS_SMC_1_S0_SCL
PPBUS_S5
PPVOUT_G3_PCH_DCPRTC
PP3V3_S0GPU_MISC_FET
LCDBKLT_EN_DIV_L
SMC_CHGR_BMON
P0V9_REG_SW0
DP_INTPNL_HPD
YTD5BJ8_22I
P5VS5_DRVH
SPIROM_USE_MLB
REG_CPUCORE_VSEN
SMC_CPUGT_IMON_ISENSE
CPUVR_FCCM
PM_RSNRST_L
SMC_LSCO_RST_L
PP5V_G3S_DFR_FILT
PPVCCGT_S0_GPU
UPC_TB_GATE2
PP1V8_GPU
SMBUS_SMC_G3_SCL
P5VS3_EN_R
PP1V8_SSD0_S4E2_AVDD18_PLL
BLK_SCL
PPVOUT_S0_PCH_DCPRTC
XDP_CPU_PWRBTN_L
I2C_SSD_SCL
PPVRTS_G3H
PPVIN_G3H_P3V3G3H_RTC_R
P18V5_DCIN_CONN_R
CLK32_RTC
SMC_DELAYED_PWRGOOD
PP1V5_UPC_X_LDO_CORE
TBT_X_SPI_ROM_WP_L
P1V05_S0_REG
CPUIMVP_ISNS1G_P
PPVDDCPU_AWAKE
SMBUS_PCH_CLK
DP_EXTB_MUX_SEL_EG
P5V_G3S
A1419_IMAC_27
TP_PCH_I2S1_SCLK
PP0V764_S1_SRAM
DFR_TOUCH_SPI_MISO_R
PP1V5_S3RS0_FET
VREF_ADC
PP12V_S5_FET_PWRCTL
PP5V_G3H_LDO
5V_S0SW_LCD
VCCST_OVERRIDE_3V3
ADDAPTER_SENSE
L83_1V8
CPUVCORE_FCM
I2C_PWR_SCL
PPVTT_S0_DDR_LDO
PANEL_EN
PBUS_S0_VSENSE
VIN_S0SW_LCDBKLT_R
XDP_USB_EXTA_OC_L
PPBUS_S0_BKLT_FUSED
SM_INTRUDER_L
DP_TBTPA
HIO_SW
PVP1V1_UPC_XA_LDO
SPK_IDO
3V3_G3_RTC
SMC_ODD_DETECT
SYSCLK_CLK25_X1
USB_EXTB_P
PP5V_G3S_BKLT_A
PP3V3_SSD_ISNS_R
PP0V9_SLPS2R
BT_WAKE_L
CPUVR_PWM
SEC_BC_ACOK
AP_CLKREQ_R_L
BASE_TSC
P5VUSBCT_R
P3V3S5_CSN2
PP3V3_TBTRDV
TDM_SPKRAMP_L_R2D
PPVIN_S5_HS_GPU
PP12V_S0_FET
PPDCIN_S5_S5
PP3V3_SUS_PCH_VCC_SPI
RAMCFG0_L
PM_BATTLOW_L
PPBUS_G3
LED_RETURN_3
PP1V1_SLPS2
SMC_BCAC_OK
2019_0214_233811_001
3V3_SOSW_LCD
PP5V_S3_MEMRESET
SSD_PWR_EN_LB_L
KERNEL_TASK
PP3V42_G3H_CSPWRGD
100HIP_SO8
SMC_WAKE_L
SMC_LSOC_RST
3V3_S0SW_LCD
USB3_EXTB_TX_P
PM_SP_SX_L
CPUVR_VIN
IMG_3868
PP3V3_S4_SOC_PMU
J3300_CXT
PPBUS_HS_CPU13
PPDCIN_AON_CHGR
MEMVTT_EN_R
LVDS_DDC_SEL_IG
20221218_202951
PP1V8_UPC_XA_LDOD
BKL_FSET
PP3V3_UPC_XA_LOD
SPI_MLBROM_CS_L
I2C_BKLT_SDA
SSD_PMU_RESET_L
CPUSA_FCCM
IMG_3866
XA_LDO
C5203_RF
WS_KBDX
PP3V8_AON_MPMU_ISNS
PP3V3_S0SW_LCD_R
PPBUS_G3H_ISNS
SB_SM_INTRUDER_L
SMBUS_3V3_BATT_SCA
PP5V5_S5
DP_INT_ML_F_N
RTC_REST_L
K42JR_MB_R20_ER_1112_1822
PCIE_CLK100M_SSD_N
PP3V42_RTC
PP1V05_S0
MIPI_FTCAM_DATA_ISOL_P
1V8_OSCAR
PP5V_G3H
PPBUS_FW_FWBOOST
LSPR_EN_LB_L
PP5V_SUS
PP3V3_LCDVDD_SW_F
P3V42G3H_BOOST
USB_UPC_PCH_XA_N
KERNAL_TASK
BUF_SMC_REST_L
P3V3SSD_VNOM
SMC_CPUPKG_VSENSE
PCH_SRTC
SOC_AWAKE_BLUE
5V_S0_HDD
PP5V_S5_P5VSUSFET
P3V8AON_FAULT_L
PPBUS_S0_LCDBKLT_PWR
LCD_PDR_EN
PP5V_S3_VTTCLAMP
PP1V1_UPCS
LCD_EN
O_O
MCP_PS_PWRGD
PPV1V1_UPC_TB_LDO_BMC
P3V3_G3H_SOCPMU
ISNS_SPMUHS_N
1V5_S3
PPVOUT_S0_LCDBKL
DP_TBTPA_HPD
PP1V0_S0GPU_ISNS_R
PP3V3_S0GPU
NC_BDV_BKL_PWM
PP3V3_S4_BT
PPHV_EXT01_AONSW
CPU_PRWGOOD
P5VS2_BST
IA32_MC3_CTL
PP3V3_G3H_SMC
3V3_S4_TPAD
PPVIN_S0_AUDIO
LCD_BKLT_PWM_R
PPVIN_S4SW_TBTBST_FET
PP5V_3GS
PM_EN_5VS4
1V1_SLPS2R
SMC_TBT_ISENSE
PP3_V3_S4SW_SNS
P3V3_S5_CSP2
PMU_CLK32K_PCH_R
P5VS3_ENABLE
SEE_IC
PP1V8_SO
Z2_CS_L
SMBUS_3V3
CCCSAS0_RTN
I2CA_ALS_SDA
DDR_S3_REG
PPDCIN_E85_SS
SYS_ONE
3_LDO
MCP_WAKE_REQ_L
INVPWR_B
PP3V3_G3H_T
PBTN_OUT
1_LDO
CHGR_CSI
MIPI_FTCAM_CLK
SYSCLK_CLK25M_CAMERA
CPUVR_ISEN1
CHR_PHASE
CA_VBUS_CONN
PPVOUT_LCD
TPAD_KBD_3V3_WAKE_L
LDO_CORE
SSD1_VR_P2V5_PGOOD
S0_MAINS
SMC_SSDNAND_ISENSE
PP3V3_S4_FET
PP5V1_S4SW_C
P1V05_S0
0_0C6
P2V7NAND_DRVL_R
IN_SHAPE
STORAGE_EN
PPVIN_S3_5VS3
SMC_CPU_IMON_ISENSE
CPUIMVP_S0
P5V3V_REG_EN
ALL_SYS
CAMERA_PWR_EN
USB_CAMERA_P
PP1V8_SSD1
PPBUS_X
P1V5_S0_FB
PPVIN_S5_HS_COMPUTIN
PPVDD_PCPU_AWAKE
S3_R_L
GFX_SELF_THROTTLE
PP1V85_S2_KBD_ISNS
PM_DS_PWRGD
I2C_BATT_SCL_R
PP3V3_G3H_PMU_VVDMAIN
LCDBKLT_SW
SSD0_OCARINA_PFN
PPVRTV_G3H
SYSCLK_CLK32_PCH
TBTAPWRSW_ISET_S0
CPUVCCIO_S0
PP3V3_GH
PP3V3_S4_PWRCTL
